Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
180540152778924,Steve Meskers 4 Greenwich,Steve Meskers 4 Greenwich,2451,21
168736177156526,Helming for Senate,Pam Helming For State Senate,2451,12
218790411493458,Steve Van Wagoner for Weber County Commissioner,FRIENDS OF VAN WAGONER,2451,11
281600961701918,Adlah Chisti for San Francisco District 11 Supervisor 2024,Adlah Chisti for Supervisor 2024,2447,37
180461035154933,Heather Holmes for MN House,Friends of Heather Holmes committee,2447,6
109976494822311,"Laura Judge for Cobb County Schools, Post 5",COMMITTEE TO ELECT LAURA JUDGE LLC,2446,16
497719423723034,Planned Parenthood California Central Coast,Planned Parenthood California Central Coast,2444,5
284986988036712,Keith Block for D14 House,Neighbors for Keith Block,2444,10
215144770606,American Muslims for Palestine,American Muslims for Palestine,2443,3
1009381602513320,East Brunswick Democratic Organization,EB DEMS 2024,2440,12
105109997689557,Re-Elect Sheriff Michelle Cook,Re-Elect Sheriff Michelle Cook,2439,7
176610422701030,Christine Conley for State Representative,Conley2024,2439,4
1606780826273282,Unleash Prosperity,Committee to Unleash Prosperity Inc.,2437,44
174737485733935,Zakyia Goins-McCants For PGCPS School Board District 8,Zakyia Goins-McCants For PGCPS School Board District 8,2437,2
375965029138956,Rob Matzie,People for Matzie,2436,26
106154574485,Legal Insurrection,Legal Insurrection Foundation,2436,4
338862375978171,Paul Diaz for Winter Springs,Paul Diaz for Winter Springs,2436,3
108487547575229,California Metal Recyclers Coalition,California Metal Recyclers Coalition,2434,12
162069790604,AARP Arizona,AARP,2433,10
76073377041,PIX11,PIX11,2433,1
115327994830629,Coalition with STL Kids,Coalition with STL Kids,2432,19
155019277846192,Michael  Joseph,Michael Joseph Campaign,2431,8
794490553914304,Dr. Nina Ansary,Dr. Nina Ansary,2431,20
171697336181460,Dow,These ads ran without a disclaimer,2430,12
125197677332483,Michael Inzunza for City Council,San Diego County Democratic Party,2428,7
354377577952993,SEIU Local 105,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 105,2425,3
150049791855908,Don't Bail on the Jail,Don't Bail on the Jail,2424,17
253339414532008,Andy Shaver for State Representative,Andy Shaver for Michigan,2420,4
687089684739095,Vermont Gas Systems,VERMONT GAS SYSTEMS INC,2419,19
214180695411253,Ross Romero,Ross Romero for SL County Council District 4,2417,14
186851911481533,Citizens for Los Angeles Wildlife CLAW,Citizens for Los Angeles Wildlife (CLAW),2417,24
420298887830975,Pat Abrami for State Senate,Pat Abrami for NH Senate,2416,6
485754644838324,Lane County Tribune,Lane County Tribune,2413,18
46053668697,ACLU of Northern California,"AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA, INC.",2413,4
107520805214348,Canton Township Clerk's Office,Canton Township Clerk's Office,2412,8
110983241801047,"American Civil Liberties Union of North Carolina, Inc.","American Civil Liberties Union of NC Legal Foundation, Inc.",2412,6
291004747433534,Patricia Alonzo for Hillsborough Commission,Patricia Alonzo for Hillsborough Commission,2412,6
413224645211005,Improve Emergency Responses Times - Yes on I 2024,Improve Emergency Responses Times - Yes on I,2411,6
132766376763861,I Make America,Association of Equipment Manufacturers,2411,62
138703196161116,West Virginia Education Association,WEST VIRGINIA EDUCATION ASSOCIATION,2408,4
310530312396144,Michigan Freedom Fund,Michigan Freedom Fund,2408,4
210899552107250,"Kerri Maxey for Family Court Judge, Dept. N",Committee to Elect Kerri Maxey for District Court Judge,2406,4
179673322209889,The Law Office of Carolina C. Gomez,"Carolina Gomez, Esq., Prof Corp.",2405,5
277249636110403,Harlan Breaux for State Representative,Harlan Breaux for State Representative,2405,2
445737378619424,Richmond Voters Matter,"Richmond Votes Matters, Primarily Formed to Support Measure J and Oppose Measure L",2404,8
108057925417400,Realtors for Mike Levin,National Association of REALTORS®,2403,6
261049317090755,Matthew Ackerman for Michigan Court of Appeals,Matthew Ackerman for Court of Appeals,2402,9
107179422825491,Representative Jesse Petrea,Committee to Elect Jesse Petrea,2401,3
405268632821626,Chris Hoffman-Mayor of Jacksonville Beach,Chris Hoffman-Mayor of Jacksonville Beach,2400,13
1387400564843120,Americans for Prosperity - South Dakota,AMERICANS FOR PROSPERITY,2400,9
168956290515736,Javier E. Fernández for Mayor of South Miami,Leadership for South Miami,2399,8
427386118010687,Tosi Ufodike for State Rep,Tosi Ufodike for State Rep,2399,39
102412868054891,Athena Christodoulou for New Mexico Senate District 21,Athena Christodoulou for New Mexico Senate District 21,2399,3
110807634859435,Blue CD2 NM,Blue CD2 NM,2398,43
434829633044366,Yes on 1: Audit the Legislature,Committee for Transparent Democracy,2396,1
111377202283834,Sergeants Benevolent Association,Sergeants Benevolent Association,2396,4
928924573981076,REFORM,Criminal Justice Reform Foundation,2395,15
116461098166725,Jeff Castle,Friends of Jeff Castle,2394,13
264417217746664,Nassau County GOP,Nassau County Republican Committee,2393,4
185401334664451,"The Fair Oaks, CA Community","The Fair Oaks, CA Community",2393,6
215656404959767,America's Freedom Page,America's Freedom Page,2393,4
463759176820128,Yes on RR - Safe Schools for South County,Yes on RR - Safe Schools for South County,2392,1
107210481952186,Golfer Giveaways,Golfer Giveaways,2392,6
100507351554582,Robertson For Mayor - City of St. Cloud,Robertson For Mayor - City of St. Cloud,2390,5
421501334388000,Vote Maine 2024,STRONG MAINE COMMUNITIES PAC,2390,16
164824886722141,Ayn Craciun for Irvine City Council,Ayn Craciun for City Council 2024,2388,13
102033271293646,GOA-Pennsylvania,"Gun Owners of America, Inc.",2386,9
113773967878125,"Ryan Melton: Dem Candidate for U.S. House, IA-04",MELTON FOR IOWA,2386,5
404794502723535,BuildingFutures4RRISD,Building Futures 4 RRISD,2384,7
196145673764,North Carolina Chamber,NORTH CAROLINA CHAMBER,2384,1
113787313696748,"Cindy Darling, Walnut Creek Mayor Pro Tem",Cindy Darling for Walnut Creek City Council 2024  |  FPPC ID #1468767,2382,7
359392724077472,State Representative Mark White,Committee to Elect Mark White,2381,6
164660834323438,Joanne Cookie Kennedy for Pinellas County Commission,Joanne Cookie Kennedy for Pinellas County Commission,2380,126
265034560312114,Americans for Prosperity - North Dakota,AMERICANS FOR PROSPERITY,2380,9
170744349625131,American Cancer Society Cancer Action Network Wisconsin - ACS CAN,AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC,2380,4
70373038195,FairVote Minnesota,FairVote Minnesota,2379,12
349073911631108,Barbara Beneitone for Arizona House,Barb B for Progress,2378,63
974120946003689,Assemblywoman Brittney Miller,Campaign for Brittney Miller,2378,19
109637105478970,Kehoe for Assembly,Kehoe for Assembly,2377,13
436450946209153,Yes on Measure P,NEIGHBORS FOR LOWELL SCHOOLS,2377,18
1088155977901610,Kathleen Riebe for Senate,Kathleen Riebe for Senate,2374,11
106304759084071,Rucker for WV Events Page,Rucker For WV,2374,2
325306100676798,Michigan - Just The Facts.,NRSC,2373,53
1547907108783963,The National Forum for Heart Disease & Stroke Prevention,The National Forum for Heart Disease & Stroke Prevention,2373,4
2158773337691270,NABITA,NABITA,2373,13
362438963627267,Healthy Teeth Hillsboro,Healthy Teeth Hillsboro,2373,2
124028037614880,NCTCOG Transportation Department,North Central Texas Council of Governments,2372,2
247503945812181,Anna Thomasson Paradise Valley,Anna Thomasson for Mayor,2372,4
285395744663229,Jason Smith for District Attorney,Campaign to Elect Jason Smith District Attorney,2371,4
265901023266033,Brent For Berkeley,Brent Blackaby for Berkeley City Council 2024,2369,32
105658687444933,Judy Griffin for State Assembly,Judy Griffin for State Assembly,2368,15
755055221557446,Suffolk County GOP,SCGOP,2368,33
172634359272291,Paul King for Congress,King 2024 Campaign Committee,2367,11
194251783780719,Judge Joseph S. Sciscento,Com to re-elect Judge Sciscento,2367,42
144566145587559,Elect Todd Hunter,Todd Hunter Campaign,2367,12
661744180680367,National Police Association,"NATIONAL POLICE ASSOCIATION, INC.",2367,28
634849380483238,Bruce Lee Silverstein,COMMITTEE TO RE-ELECT BRUCE LEE SILVERSTEIN TO MALIBU CITY COUNCIL 2024,2364,13
943013832438782,Jim Blue,JIM BLUE FOR FLORIDA % JAMES BLUE,2361,7
210217105498151,Katie for Colorado,Katie for Colorado,2361,10
124880794051335,Zac Unger for Oakland City Council D1,"Zac Unger For Oakland City Council 2024, FPPC #1462377",2360,5
101342255964739,Mike McCorkle for Kansas House,Mike McCorkle for Kansas House,2360,5
103767085562637,Will Stapp for Alaska,Will Stapp for Alaska,2360,5
421149384422150,School Board Stability Project,School Board Stability PAC,2359,10
112531700570458,"Beatriz ""Bea"" Gonzalez 4 COD",Beatriz Gonzalez for Desert Community College Board Trustee 2024,2359,4
679171239164792,Supermajority,Supermajority Education Fund,2357,7
364773250335035,UpVote Virginia,UpVote Virginia,2356,1
118038158056004,Brian Helton for West Virginia,Brian Helton for State Senate,2355,16
102074535833074,Kelly Semrad for Orange County,Kelly Semrad Campaign For Orange County District 5 Commissioner,2355,48
105742258322485,Clean Path New York,Clean Path New York LLC,2351,10
144237045441273,Adam Stathakis for State Representative,CTE ADAM STATHAKIS,2350,4
107110413981602,Yes for Our Students,Yes For Our Students,2350,4
251544131543145,League of Women Voters of South Carolina,League of Women Voters of South Carolina,2349,8
109135511999408,CA Families For Progressive Leadership,California Families for Progressive Leadership,2349,7
287398167779792,"Ernest ""EJ"" Jones for District 11 Supervisor",Ernest 'EJ' Jones for Supervisor 2024. FPPC ID# 1460749,2348,2
390417031027013,League of Women Voters - Milwaukee County,League of Women Voters - Milwaukee,2348,44
116472158008261,Claire Toth for Summit Council Ward 2,Toth For Council,2346,4
254939137906955,Senator John Albers,Albers for Senate,2345,11
80987211775,Bill Cassidy,Bill Cassidy for US Senate,2345,55
122102367494008125,Angelica Salinas for Routt County Commissioner,Angelica Salinas for Routt County Commissioner,2344,10
386658894533549,Cleo Fields for Congress,Cleo Fields for Congress,2343,16
393368004100464,Representative Cyndi A. Munson,Friends of Cyndi Munson,2343,3
112998318535779,Aaron Matson for District 11,Aaron Matson for District 11 State House,2343,5
451157444743943,Lindsey Stringer for Austin ISD Trustee 8,Lindsey Stringer for Austin ISD Trustee 8,2341,1
102895644488497,Tommy John Schiavoni,Tommy John for NY Assembly,2340,14
191175884250955,AltaMed Health Services,AltaMed Health Services,2340,10
426828860511316,Colonias Development Council,Colonias Development Council,2340,3
867027303414675,"Rep. Ted Davis, Jr.",Davis for NC House,2339,2
115594229888290,Yes for Milford,Partnership for Milford Schools,2336,21
444600215436,CTLCV - Connecticut League of Conservation Voters,Connecticut League of Conservation Voters,2336,3
110795183904539,ABC PAC,A Better Choice for Our Students,2336,4
104105775807443,BlueFlower Action,BlueFlower Action,2335,2
375127622340221,Schwanke for State House,Schwanke for State House,2333,18
102417248880108,Bilal Mahmood 馬百樂,BILAL MAHMOOD FOR SUPERVISOR 2024,2331,11
382750164924987,Jim Brenner for State House,Jim Brenner for State House,2330,13
446143168584097,Yes on D - Safer Schools Now,YES on D For Redlands Schools 2024,2329,12
232771986581607,Jason Thompson for Utah House District 3,Committee to Elect Jason Thompson,2329,8
267893966712021,Transylvania County Democratic Party,Transylvania County Democratic Party,2329,30
411880195335780,Ernest Olivas for Oakland Park,"Ernest Olivas, nonpartisan, for Oakland Park City Commission",2328,5
151008431430628,John Fabbricatore -Congressional Candidate CD-6,JOHN FABBRICATORE FOR COLORADO,2327,3
200823325332,Planned Parenthood Illinois Action,Planned Parenthood Illinois Action,2327,5
106850211955824,Greg Cunningham for New Mexico,The Committee to Elect Gregory Cunningham,2326,13
439506945919682,Adams 14 Citizens for Excellent Schools,Adams 14 Citizens for Excellent Schools,2325,6
348938758304908,Mike Warner for District Attorney,Mike Warner For District Attorney,2324,8
102777522115991,Michigan Firearms Association,Michigan Firearms Association,2324,187
259340567263498,Elect Michele Reneau,Friends to Elect Michele Reneau,2323,11
196984427014052,Arizona Media Association + Arizona Local News Foundation,Arizona Media Association + Arizona Local News Foundation,2323,1
332907543245355,Jason Schmitz for Wisconsin State Assembly District 3,Jason Schmitz for Wisconsin State Assembly District 3,2322,4
161250420570223,North State BIA,NORTH STATE BUILDING INDUSTRY ASSOCIATION,2320,16
853381821706104,Andy McKean for Iowa,McKean for Iowa House,2319,3
253552734519222,Moms for Liberty Georgia,Moms For Liberty Georgia,2319,2
500117330088507,Mary Tinkler,Mary Tinkler,2318,8
100111205595902,Morris Beverage III for Lake County Commissioner,Morris Beverage III for Lake County Commissioner,2317,4
383082731563011,Yes on L for La Mesa,"Protect La Mesa - Yes on Measure L, Sponsored by La Mesa Firefighters Local 4759 PAC",2316,6
106289832796734,Pepperell Republican Town Committee,Pepperell Republican Town Committee,2316,31
284143481460188,John Rodgers for Lieutenant Governor,FRIENDS OF JOHN RODGERS,2314,4
102279128053002,Messina For Assembly,Messina For Assembly,2312,59
131015146918315,New Mexico Interfaith Power and Light,New Mexico Interfaith Power and Light,2311,3
103514794721448,Stand Up for Chico,Stand Up for Chico,2311,18
242586092264016,Vote Claire Jones 4 TN,Vote Claire Jones 4 TN,2310,6
155553684318148,Rob for CT,Rob for CT,2306,3
358943217304341,Jackie Gross-Kellogg,"JACKIE GROSS-KELLOGG, DEMOCRAT, FOR FLORIDA HOUSE DISTRICT 113",2305,64
185689148912167,Councilwoman Bethany McKenney,Mckenney for County Council,2305,7
105825324392753,Eunice for SC,Eunice for South Carolina State House,2304,1
423489454185725,Realtors for Anthony D'Esposito,National Association of REALTORS®,2302,6
1534290989956166,Philanthropy Roundtable,"PHILANTHROPY ROUNDTABLE, THE",2302,3
401924366334979,Vote Chad Lindsay,Committee to Elect Chad Lindsey,2301,11
5881874931,Logos Bible Study Platform,These ads ran without a disclaimer,2301,3
179513292162226,American History TV,NATIONAL CABLE SATELLITE CORPORATION,2300,8
345829201938407,New Mexico Rocks,New Mexico Rocks,2300,5
1849964738579263,Mark Poloncarz,Mark Poloncarz,2296,2
440923882923729,Erin Zwiener for Texas House,Erin Zwiener for Texas House,2296,10
962936140469874,Representative Tammy Story,Story for Colorado House,2295,22
294502620406495,Bright Future Maine,Bright Future Maine,2294,16
138202616048357,I Love My Country,I Love My Freedom,2293,14
131901456664305,Wendelin for Congress,WENDELIN FOR CONGRESS,2293,20
1276281125738861,Quentin Anthony Anderson,ANDERSON FOR LOUISIANA,2291,21
845159078951973,United For A New Economy Action,Colorado Working Families Party Independent Expenditure Committee,2290,2
104307504643667,"Claudia Jimenez, Richmond City Council Member, District 6","Claudia Jimenez, Richmond City Council Member, District 6",2290,12
276194055578237,Robert Meyer for Senate,Robert Meyer,2287,8
352816281246560,William Go for Irvine City Council District 2,WILLIAM GO FOR CITY COUNCIL 2024,2287,74
406691729197324,Cole for Commish,Friends of Joe Cole,2287,34
100588181565071,Representative Steph Vigil,Committee to Elect Stephanie Vigil,2286,6
446568208542939,Elect Karen Peterson,Karen Peterson for State House,2286,4
223336641107386,Rep. Bo Mitchell,Friends of Bo Mitchell,2285,10
108051577394988,Mayor Pro Tem Thai Viet Phan,Thai Viet Phan for City Council 2024,2285,8
103255375067070,Supervisor Terra Lawson-Remer,Supervisor Terra Lawson-Remer,2284,4
1278270612273494,Christina Sappey,Christina Sappey for PA 158th,2284,4
